gene,log2FC,pval,is_DEG
DNA damage-responsive protein 48,2.4611120790597782,0.008645790887388,True
Agp2p,2.163932797679483,0.008654027947725065,True
"fructose 1,6-bisphosphate 1-phosphatase",3.3691259383671586,0.00869899070353094,True
hypothetical protein,-1.4058688545080864,0.008807619660785509,True
sulfiredoxin,2.8535351505187165,0.008821280894760121,True
hypothetical protein,3.1509157781158903,0.008899819507183996,True
Mbb1p,1.2739643053352445,0.008930784479978414,True
hypothetical protein,1.5079385609881895,0.009019309434401643,True
hypothetical protein,5.3610994806245795,0.009046291639230103,True
hypothetical protein,1.8604176737926388,0.00917277456371258,True
Nej1p,1.0952070717891251,0.009238889807092173,True
Ecm8p,1.885811940586203,0.009280430083682897,True
hypothetical protein,-2.2784060060417213,0.00935335133350582,True
seripauperin PAU7,2.2782112811059205,0.009443612322875461,True
hypothetical protein,1.1161459676831773,0.009449907059270273,True
phosphoinositide 5-phosphatase INP54,1.0405724108802907,0.009512643369411055,True
hypothetical protein,2.0488894314663195,0.009538603014298128,True
Pog1p,1.3182408240640355,0.009579222393848823,True
hypothetical protein,4.547190535409461,0.009630292153735892,True
hypothetical protein,1.0755161520663186,0.009642264872357312,True
Arp10p,1.1189899841699518,0.0096831827982347,True
hypothetical protein,-1.4701819705861485,0.009819562285936742,True
hypothetical protein,2.5407116222754684,0.009847306194370077,True
hypothetical protein,2.856744067356968,0.009896007664355992,True
hypothetical protein,1.122253047591852,0.009905884232177514,True
DUP240 family protein,-1.406560758897911,0.010149079322902693,True
Mam3p,1.0042146091202708,0.010194445611129,True
hypothetical protein,1.1405169077806843,0.010282393695333077,True
flavohemoglobin,-1.1435456484797015,0.010295263101615895,True
stearoyl-CoA 9-desaturase,1.69751226473403,0.010345962573969834,True
threo-3-hydroxy-L-aspartate ammonia-lyase SRY1,-1.1549356497348473,0.01035194246904679,True
mRNA splicing protein YJU2,1.081432461914071,0.01054362219044744,True
hypothetical protein,-1.5071270883817958,0.010568499434560707,True
seripauperin PAU2,1.8915149027372489,0.010605371989685166,True
hypothetical protein,1.6980118089163263,0.010739659639284313,True
hypothetical protein,1.5990565544730764,0.010826173915417781,True
Jid1p,1.9558634151393206,0.010851617773560777,True
ethanol metabolism protein,2.4717807821817814,0.011051519338087254,True
hypothetical protein,1.8714341778303436,0.011102024405755041,True
hypothetical protein,1.7171261748736377,0.011245101408937946,True
Spo21p,1.1049415887900582,0.011249915068592095,True
hypothetical protein,1.3863428189064502,0.011273227000770205,True
ATP-binding cassette a-factor transporter STE6,-1.4009145083823,0.011322765846190066,True
Mnd1p,1.4157429435431075,0.011566547691762897,True
Pes4p,1.4386830821524181,0.011839573625485192,True
hypothetical protein,1.1638076890865605,0.012078548775392547,True
Bop2p,2.393372239922306,0.012154812439932411,True
crossover junction endodeoxyribonuclease,1.1614092991618743,0.012164874524445285,True
putative glycosylase,1.1481822290781514,0.012259749587767176,True
Aqr1p,-1.1950437145248878,0.012335606265714746,True
hypothetical protein,1.3899039593348084,0.012477945512235399,True
putative sugar transporter,1.4509245316265726,0.012582723306295939,True
Csi1p,1.2803353202454173,0.012764582904221352,True
"fructose-2,6-bisphosphatase",1.7416188793953316,0.012869218755378237,True
phosphoribosylglycinamide formyltransferase,-1.1781663252457788,0.013044642618922499,True
Spi1p,2.7684551959191097,0.013060296483100371,True
Lso1p,2.9719467005963693,0.013274006059057401,True
hypothetical protein,1.2665798467659992,0.013453929630259702,True
GTPase-activating protein SST2,-1.3456126038034704,0.013865129209337185,True
glycerol-3-phosphate dehydrogenase (NAD(+)) GPD1,1.3020409540110505,0.013866914706145638,True
S-methylmethionine permease MMP1,1.5355077062935054,0.014126282482818562,True
Sdh6p,3.2565164573356267,0.01424680756042142,True
Tma10p,7.29809436185059,0.014309328032952175,True
Oxr1p,1.4136442601701544,0.014340539347615484,True
hypothetical protein,2.7807724468988333,0.014424947582398803,True
Epl1p,1.0596936571222777,0.014512660759627356,True
Hor7p,2.004564277676753,0.014718193162887206,True
Rab family GTPase YPT53,4.018390573696042,0.014778741156914901,True
methylglyoxal reductase (NADPH-dependent) GRE2,1.1919159746208958,0.014865918584370736,True
chitin deacetylase CDA1,2.137707904027153,0.014887425983968524,True
"glucan exo-1,3-beta-glucosidase",-1.3481828814264532,0.015234336493073401,True
Ste3p,1.61160653086726,0.01544980978898691,True
mannosylinositol phosphorylceramide synthase catalytic subunit SUR1,1.1471981051268196,0.015484677793073527,True
transcription factor MAL13,1.0012254060826202,0.015587107523008223,True
Lds1p,1.5055176926688016,0.015859251254515993,True
sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase NQM1,5.369848437587574,0.01643759709999799,True
hypothetical protein,-2.0567498644276103,0.01653243887419571,True
hypothetical protein,1.1977603011942795,0.016674586647467907,True
putative cytochrome P450,1.0973486844152944,0.016708652992368348,True
hypothetical protein,1.5153135617076616,0.016744625891557965,True
hypothetical protein,1.6414089758840043,0.01686341149262232,True
Yet1p,1.0074332033705025,0.016902502092977955,True
Don1p,1.6430117838598477,0.017118967526490145,True
Spo74p,1.4052578890484377,0.017213381953128815,True
Irc4p,-1.5353807514159175,0.017351471088206595,True
hexose transporter HXT15,1.235893344016646,0.017510652268652612,True
Bub2p,1.2724375540105153,0.017606866790368134,True
Srl4p,2.329050151944205,0.017621191552773315,True
Phm7p,3.954369372904818,0.01768218653151753,True
ferroxidase FET3,-2.427370830664943,0.017785252537060637,True
Rri2p,1.136045186962218,0.01802414956732897,True
protein kinase TDA1,1.2992811594582707,0.018440366540655787,True
hypothetical protein,2.432966578286727,0.018538620270524272,True
Aim17p,2.199671615037226,0.018973997905494665,True
Bsc4p,1.9947475239359056,0.019368720597099324,True
Hop2p,1.7410312164551283,0.01938707649231827,True
Loh1p,1.3658072233170744,0.019512412950092522,True
hypothetical protein,3.511816208557139,0.019603694579746585,True
Sfg1p,-1.302265019132327,0.01969552707944305,True
hypothetical protein,2.8762353308291475,0.019704331151798034,True
hypothetical protein,1.5452881583056313,0.019811251405357673,True
putative ferric-chelate reductase,1.3673860062335392,0.020145303220340135,True
Ntc20p,1.010013124121115,0.020292492601054823,True
Mam1p,1.4852884709211318,0.020353501439347364,True
hypothetical protein,2.00595546203104,0.020359801334638356,True
mating pheromone a,-1.3885510844364628,0.020514041223782857,True
hypothetical protein,1.4436232496605217,0.020537676784080246,True
Cu/Pi carrier,1.3083500729574062,0.020679938685942353,True
mRNA-binding phosphate metabolism regulator,2.051443352376159,0.02125395796308184,True
Pug1p,1.22615393990923,0.02138841423846232,True
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,2.0579621972341413,0.021565973239177312,True
hypothetical protein,2.1444543441057076,0.021777307834345595,True
L-iditol 2-dehydrogenase SOR2,1.328256833293819,0.02204408299951702,True
hypothetical protein,2.790973326224228,0.02204956174010673,True
Sae3p,2.3747171612954308,0.02258068026099959,True
Rcn2p,1.755742532667706,0.022987975695225905,True
hypothetical protein,2.907951642192196,0.02300379130133258,True
septin SPR3,1.607334830000072,0.023021110387103198,True
hypothetical protein,1.831485183759405,0.023027763420723844,True
hypothetical protein,1.3775820849069067,0.023074306810905797,True
putative pyridoxal 5'-phosphate synthase,1.2197076316812625,0.023238920848557484,True
high-affinity iron permease FTR1,-1.6258394136374612,0.024276850642388766,True
Cwp2p,2.0108171157805437,0.024330680350083008,True
Psy3p,1.1189976289047565,0.02449119731179327,True
hypothetical protein,1.5678052533288076,0.02483810301573155,True
phosphoenolpyruvate carboxykinase PCK1,2.9363369379764306,0.02537099026021415,True
Abm1p,1.650748669924035,0.025790200166501204,True
Sed1p,3.4664791461465256,0.025936633291103815,True
seripauperin PAU4,-2.2130313812999702,0.026392882729148377,True
hypothetical protein,1.4147127725063915,0.02660986540913963,True
DUP240 family protein,-1.3419632085970972,0.026745804522295174,True
Flo10p,1.0631216695995875,0.02681029067978378,True
hypothetical protein,1.3360915494119503,0.02706339487717595,True
hypothetical protein,-1.2866316267718876,0.027227688768703566,True
Aht1p,1.088638328996314,0.027309838061088023,True
hypothetical protein,1.5465835784050737,0.02831198605192242,True
Cos12p,-1.1686120677362535,0.029923976448499548,True
ammonium permease MEP2,1.1020240521807656,0.03023631393370854,True
Rtc3p,4.171355443094174,0.030293993405904593,True
GTPase-activating protein RGS2,1.1776984745376478,0.030685803082541683,True
hypothetical protein,-1.3684952244143491,0.0317863457596393,True
hypothetical protein,1.159665439557554,0.03315937540870821,True
hypothetical protein,-1.7861269110390383,0.03324850294785291,True
pheromone-regulated protein PRM5,1.897255751929726,0.0336550642977749,True
DNA-binding protein SRL3,1.9261941838133607,0.034499314390696895,True
hypothetical protein,1.2707757828630597,0.03465116401560379,True
hypothetical protein,1.569015041611153,0.037636132957640164,True
DUP240 family protein,1.438236655204904,0.0395683015758037,True
hypothetical protein,1.0075237646204442,0.03959967850697516,True
Gmc2p,1.267006179482444,0.040394692540715836,True
Afb1p,1.0690160507624298,0.04191349331212386,True
Mtc3p,1.1089652813508657,0.04272106891307926,True
hypothetical protein,1.9843325928464595,0.04276001752887083,True
basic amino acid transporter,1.0133748284030073,0.04429416918844251,True
hypothetical protein,1.1943717157109313,0.04454265846528921,True
hypothetical protein,1.1113711010511889,0.044643095643565785,True
hypothetical protein,1.8935694019527465,0.04501735442083664,True
hypothetical protein,1.3142416644468338,0.04551661644650327,True
hypothetical protein,1.6486559275215134,0.04699085521752109,True
high-affinity Zn(2+) transporter ZRT1,1.1233048793273248,0.047345845369095335,True
Dcv1p,1.6073207693417135,0.04743480269021263,True
hypothetical protein,1.6090837175704853,0.048347746794951074,True
hypothetical protein,1.4672489261806398,0.048491489808969925,True
"putative phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",1.1238512522718058,0.048912093369657524,True
seripauperin PAU22,1.365873302952579,0.048954560637287176,True
hypothetical protein,2.2009860186070034,0.049534539064648705,True
Spr2p,1.5705641744640517,0.0499884263534618,True
