gene,log2FC,pval,is_DEG
thiosulfate sulfurtransferase RDL1,2.325265612073279,0.00019939635712496964,True
Emp46p,2.197602291659366,0.00019976133920274636,True
pheromone-regulated DUP240 family protein PRM8,1.1159098878736318,0.00020000915910203278,True
Moh1p,4.401969628623657,0.00020168306730387813,True
adrenodoxin,-1.1170513074828543,0.00020458927717187923,True
aspartic endopeptidase,1.1344623613046805,0.00020497706744427704,True
Mnd2p,1.332721527148025,0.00020583895793866645,True
Knh1p,2.659836085938003,0.00020749443579507612,True
beta-fructofuranosidase SUC2,2.891105079416268,0.00020805435472688285,True
Rsf1p,1.824533294588993,0.00021061309323031237,True
carbonate dehydratase NCE103,3.712768429710235,0.00021074377734592474,True
hypothetical protein,2.1209887907936467,0.0002152603695847218,True
ribosomal 40S subunit protein S13,-1.065306235040099,0.00021560260780203913,True
Cis1p,5.246839385388402,0.00021667353329526032,True
ribosomal 60S subunit protein L20B,-1.0151839425841302,0.00021715512128877564,True
Rho family guanine nucleotide exchange factor ROM1,2.2644060170555793,0.00021763517431312764,True
ribosomal 40S subunit protein S10A,-1.3523873135557594,0.00021943874291932444,True
ribosomal 60S subunit protein L27B,-1.213010199886039,0.0002203420473896448,True
hypothetical protein,1.396227339008921,0.0002203521654913913,True
Pbn1p,1.1199214830761033,0.0002220840325581385,True
hypothetical protein,1.6045750287410439,0.00022271795124398757,True
ribonucleotide-diphosphate reductase subunit RNR4,1.687644876542568,0.00022404565416532345,True
triose-phosphate isomerase TPI1,-1.197277191051878,0.00022444455529595532,True
Om14p,4.0551300405077955,0.00022501844379894305,True
anaphase promoting complex subunit 9,1.4975941583623573,0.00022717680056047086,True
ribosomal 60S subunit protein L24A,-1.125409030291502,0.00022995397841576076,True
Mxr2p,1.559654728054782,0.0002300834525644058,True
Eds1p,1.5752002344781748,0.0002306537965277196,True
Sip5p,1.1891515061137516,0.0002311168969051454,True
inositol-3-phosphate synthase INO1,5.346892449447646,0.00023364677874863928,True
Aim32p,1.0422552224566788,0.0002363633357456095,True
Om45p,5.349720767917904,0.00023641137963183742,True
hypothetical protein,1.1524897388101962,0.00023801281559903577,True
hypothetical protein,1.751853659431334,0.0002400197065774144,True
Ccc1p,1.0223323753470295,0.0002445034551838177,True
Tye7p,1.9030111727805261,0.0002481078088083727,True
succinate dehydrogenase membrane anchor subunit SDH4,2.883885869693697,0.00024856120490980945,True
ribosomal 60S subunit protein L26B,-1.366217070411686,0.00024912867671948746,True
acyl-CoA oxidase,6.760686453085225,0.0002492468655995931,True
dodecenoyl-CoA isomerase,3.4756330212319893,0.00024934758811449886,True
mRNA splicing protein PRP45,1.1771323593933962,0.0002494336168048639,True
DNA-binding transcription factor CAT8,2.8807996157920206,0.00025147273471672375,True
uracil phosphoribosyltransferase,-1.0759767861832241,0.00025166504957824096,True
hypothetical protein,1.3065837157892872,0.00025176157882927236,True
Ady2p,7.3818837003766005,0.00025187939257601964,True
dolichyl-phosphate-mannose-protein mannosyltransferase,-1.1555100277428583,0.00025312611342708663,True
phosphoserine phosphatase,-1.7838191656558227,0.00025324046476780823,True
cyclin CLN1,1.3943392586919146,0.0002533154968305237,True
dithiol glutaredoxin GRX1,1.1326675340115315,0.00025375516805669436,True
ribosomal 40S subunit protein S6A,-1.3567894328624313,0.0002543647979646768,True
ribosomal 40S subunit protein S5,-1.1105139797512802,0.00025503859132494487,True
polynucleotide 3'-phosphatase,1.679805076950848,0.00025600241517169,True
ubiquitin-specific protease UBP15,1.772370791751607,0.00025744376472451965,True
v-SNARE protein VTI1,1.413987145879438,0.00025818734115495525,True
hypothetical protein,1.6457790620235402,0.00026071182178381917,True
sterol-binding protein,2.1589317522226326,0.0002633470542022845,True
flocculin FLO5,1.0399283339805976,0.00026497762627771497,True
Hms2p,-1.1146825264167983,0.00026679084775875386,True
mannoprotein,3.3314729694982548,0.000268222292923571,True
"1,4-alpha-glucan branching enzyme",3.9728516448086557,0.0002687457883611171,True
hypothetical protein,1.217936725403261,0.0002691356312353917,True
ribosomal 40S subunit protein S4A,-1.1731399419123996,0.0002715519725832247,True
putative acyltransferase,4.455090322752259,0.0002721389985250661,True
hypothetical protein,2.7398370013093154,0.00027471474981815604,True
hypothetical protein,3.4596012533591756,0.00027541388854395647,True
glutathione-independent methylglyoxalase family protein,4.415578519088711,0.0002754437105248923,True
Fes1p,1.3425840352750091,0.0002758860483326683,True
protein phosphatase regulator GIP1,1.555627240082258,0.0002760265927654066,True
glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2,-2.065366532278057,0.00027669991231954417,True
Mbr1p,2.8840326873826214,0.00027678052061008067,True
Irc15p,1.7874282444322973,0.00027697105922190645,True
seripauperin PAU23,2.324814984098112,0.000277739937882498,True
citrate (Si)-synthase CIT1,1.9893960614454826,0.00027796516591278815,True
ribosomal 60S subunit protein L2A,-1.1633721815788185,0.0002794468898246115,True
Spg5p,3.1181869501391493,0.00027954417795868095,True
Ego4p,4.633869700974711,0.00027974054431981893,True
ribosomal 40S subunit protein S29A,-1.5558225706183588,0.00028036649558670713,True
Btn2p,2.7862727323332006,0.00028173593808867664,True
transcriptional regulator GAL3,2.4125730943896966,0.0002832406672067282,True
putative glutamine--fructose-6-phosphate transaminase,1.6108267613441538,0.0002834248572536059,True
Csr2p,3.0910977618773736,0.00028463824441979217,True
Mch2p,2.92821986471582,0.0002854449087659923,True
D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1,2.359722647064193,0.0002859692452494076,True
Bio5p,1.8051126299838236,0.0002862633250964779,True
ATPase inhibitor,1.772799589506059,0.00028762890522792344,True
Fmp23p,2.951710340005561,0.0002892212734928382,True
glycine hydroxymethyltransferase SHM2,-2.0648829820135735,0.0002899797081245633,True
metallo-dependent hydrolase superfamily protein,1.1717086018512455,0.00029025475725192847,True
hypothetical protein,1.5659040995111706,0.00029032682626138097,True
ribosomal 40S subunit protein S23B,-1.208367144425102,0.0002918820325006475,True
5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase,4.912368818856718,0.0002943715223666952,True
putative ATPase ECM3,-1.2162153378261955,0.00029641156153157005,True
glucose-induced degradation complex subunit VID30,1.8611728990989231,0.0002977495382889959,True
Rav2p,1.3766281074087585,0.00030415451132065005,True
Pex11p,1.9600613598533014,0.00030587059258031427,True
putative phosphomutase,-1.6540542332495294,0.0003084906838636048,True
Mf(alpha)1p,3.4693277233364253,0.00030901208366649935,True
cytochrome-b5 reductase,1.6147760624288567,0.00031262278233966574,True
rRNA methyltransferase NOP1,-1.290780941968003,0.00031271495276426073,True
Scj1p,-1.0280168680030437,0.0003144143030997043,True
oleate-activated transcription factor PIP2,1.205253083136574,0.00031813429500259535,True
carnitine:acyl carnitine antiporter,3.5358252086624335,0.0003214984807640132,True
Cin5p,3.4045710081323612,0.0003234722645211489,True
Rrt6p,2.1333676727262563,0.0003242995075873757,True
hypothetical protein,1.889958852307518,0.0003250329963101436,True
Na(+)/Li(+)-exporting P-type ATPase ENA1,1.3314921257406822,0.00032764210698981187,True
hypothetical protein,1.8952817332598566,0.0003276973545074261,True
arginine permease ALP1,2.9230995679861698,0.00032817820343679816,True
DNA-binding protein ABF2,1.016916039624788,0.000331984736769548,True
putative GDP-mannose transporter,2.4067583361300664,0.00033433949372988175,True
hypothetical protein,2.0252467539249026,0.0003365640683325564,True
U4/U6-U5 snRNP complex subunit PRP3,1.029380704343037,0.0003383852320799646,True
mitogen-activated protein kinase tyrosine protein phosphatase SDP1,1.57359335092529,0.0003387848637018564,True
stress-regulated transcription factor RPN4,1.7038009205362208,0.00033881419733140415,True
Srp40p,-1.1819264890113796,0.0003392900998246218,True
Pbi2p,3.468516250989011,0.00033933696536344845,True
snoRNP complex protein NOP56,-1.190679574197806,0.0003409939034124836,True
hypothetical protein,2.1490268414603637,0.0003417534212088041,True
Rab family GTPase YPT52,1.0539736542384732,0.0003441269685797473,True
Dap1p,1.6943349720678818,0.0003456402676330871,True
cyanamide hydratase,2.106065045916896,0.0003480369650023195,True
Msc3p,1.4497197214303856,0.0003494386988564527,True
aspartyl protease,-1.7181205217102349,0.00035140888950099954,True
Fmp33p,3.120187232393271,0.00035286841210095156,True
sulfate permease,1.361505894018527,0.00035720270897339007,True
hypothetical protein,1.2690125622333333,0.0003578068282652636,True
alanine transaminase ALT1,1.353692436449248,0.00036422774874052467,True
ubiquitin-protein ligase ASR1,1.624403312486594,0.0003644814292561086,True
ATP-binding cassette long-chain fatty acid transporter PXA2,3.613269632260606,0.0003653319733974972,True
ribosomal 40S subunit protein S22A,-1.7842918798666432,0.000366629902817409,True
Atg7p,2.2975008219984603,0.00036713390762246174,True
trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase ADE3,-1.2776052076147844,0.00036791201828068905,True
cAMP-dependent protein kinase catalytic subunit TPK1,1.6660235726941197,0.00037085532449297173,True
galactose-responsive transcription factor GAL4,1.2420803041262238,0.0003712811565852073,True
Sro9p,-1.279885888254018,0.00037252403348355946,True
ubiquinol--cytochrome-c reductase catalytic subunit RIP1,1.0926708547749566,0.00037267245451099373,True
Rsa1p,1.2304089432916312,0.0003794074744598544,True
methylisocitrate lyase ICL2,4.288223912996637,0.00038028688135895286,True
sepiapterin reductase family protein IRC24,1.6879256549967678,0.00038036503172076633,True
Rho family GTPase RHO5,1.4864480043390378,0.0003813676046006378,True
Mth1p,2.094014289755531,0.0003827077764627826,True
ribosomal 60S subunit protein L23A,-1.4700368796529197,0.000384211173854338,True
putative nitronate monooxygenase,1.5667258335202594,0.00038486432211993826,True
Gat2p,1.9256008574913102,0.0003857876195686856,True
phosphoribomutase PRM15,1.820500125357325,0.00038619860887981774,True
omega-class glutathione transferase,2.263454386245589,0.0003905074509312442,True
phenylalanine--tRNA ligase subunit beta,-1.0781687261436987,0.0003932150749935675,True
serine/threonine protein kinase YAK1,1.9458439233252456,0.0003944025512131434,True
Tma19p,-1.2384462366535942,0.00039556614335270457,True
Pho88p,-1.0443807216569638,0.00039732440677106416,True
Fus2p,1.2379877901617027,0.00039993663671397884,True
borate transporter,-1.5448243878777745,0.00040175128479667886,True
Snx4p,1.2775323758587582,0.0004060024684121426,True
Izh3p,1.1809884644094488,0.0004103100589237173,True
ubiquinol--cytochrome-c reductase subunit 9,1.0015742960741232,0.0004114155163766725,True
ribosomal 60S subunit protein L11A,-1.3228105628195301,0.0004165650311086037,True
hypothetical protein,1.882021231154126,0.0004173030896093727,True
ribosomal 60S subunit protein L16B,-1.1762229363969432,0.0004281962246915164,True
Pex28p,1.5541043747298398,0.00043262995554940536,True
cytochrome c oxidase subunit VI,1.1077743008953114,0.00043328053270841126,True
Std1p,-1.358893374228121,0.0004342679377795185,True
triglyceride lipase,2.0265256287477538,0.000434442167089851,True
pheromone-regulated protein PRM3,1.3045568029042562,0.00043488770263072906,True
RNA-processing protein NOP58,-1.327735843925061,0.00043502054837942763,True
ATP phosphoribosyltransferase,-1.0280833387600907,0.0004388823187159685,True
ribosomal 60S subunit protein L16A,-1.2420630769082468,0.0004389691683801641,True
DNA-dependent ATPase RAD26,1.0656839210532953,0.0004390444860241787,True
Pin3p,1.5047643590451196,0.00043949214478225524,True
protein kinase FRK1,1.1353565461807058,0.00044091728924713013,True
Usv1p,4.121206776946002,0.00044148869388740573,True
phenylpyruvate decarboxylase ARO10,2.62675288408482,0.00044154356428316904,True
hypothetical protein,2.6286159313659367,0.0004416479531589272,True
phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase,2.32301545248263,0.00044189769117622516,True
hypothetical protein,1.1930788044738483,0.0004442703570896624,True
2-isopropylmalate synthase LEU9,-1.255576655120584,0.00044533450217597444,True
trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+)),1.8964546637566606,0.00044716153742501157,True
Cbp4p,2.0767485881041168,0.0004479246221112049,True
Emi1p,1.1642426096206036,0.0004512421959077784,True
Dal80p,2.1517528021421057,0.00045272876322854336,True
hypothetical protein,1.673016765300809,0.0004547388923057651,True
putative amidase,1.188568780376991,0.00045685977078065664,True
ribosomal 60S subunit protein L5,-1.2649199187429208,0.00046099766925186355,True
ribosomal 60S subunit protein L31B,-1.3100763982743207,0.0004631082781337653,True
S-adenosylmethionine-dependent methyltransferase,-1.0806280378932502,0.0004652055132470888,True
protein kinase NNK1,1.6641562882363612,0.00046612485082977664,True
alpha-ketoglutarate dehydrogenase KGD1,1.9370879014401128,0.00046630762946341716,True
putative iron-binding protein ISU2,-1.2212043136425699,0.00046717882964420474,True
cytochrome c oxidase subunit VIII,1.0496248664573944,0.00047079091636546594,True
Ysw1p,1.2227825087196176,0.00047603497104537965,True
putative lipase,7.066397129697092,0.00047705027114268634,True
Cmc4p,2.150998477713757,0.000481009995262424,True
putative dehydrogenase BDH2,3.3731048352464925,0.0004856502663980516,True
hypothetical protein,4.166295993249939,0.0004866854688986362,True
methylenetetrahydrofolate dehydrogenase (NAD(+)),-1.067287332546658,0.000489754948084609,True
phosphatidylinositol transporter,-1.09847362197236,0.0004933970672046463,True
hypothetical protein,2.068876192259107,0.0004944777680978595,True
hypothetical protein,2.785889775250684,0.000496941321760904,True
Mcp1p,1.5205209697598505,0.0004982821969671952,True
spermine transporter,-1.9252590719915728,0.000500212538132956,True
Ypt35p,1.5381148675562493,0.000501742436461915,True
putative hydroxyacid dehydrogenase,1.3979712616140336,0.0005050972564095943,True
aldehyde dehydrogenase (NAD(+)) ALD2,1.9449351600655889,0.0005063415910388497,True
Rts3p,3.44305286619338,0.0005086143966267136,True
carboxypeptidase C PRC1,1.6537332740839892,0.0005122363258007554,True
hypothetical protein,1.1811574272553766,0.0005154240050942431,True
Ecm13p,3.599998077749892,0.0005168252971278895,True
2-isopropylmalate synthase LEU4,1.334729595401198,0.0005175671927485997,True
Yig1p,6.3823315198882815,0.0005203727859829998,True
Msa2p,1.0320366886153112,0.0005219940300606535,True
ribosomal 60S subunit protein L12A,-1.138801914953163,0.0005379663920485304,True
adenosylmethionine-8-amino-7-oxononanoate transaminase,1.856411746607542,0.0005380002596921456,True
Set6p,1.8640544905867347,0.0005385564575126793,True
D-lactate dehydrogenase,-1.9248600683003705,0.000546437696184632,True
ribosomal 40S subunit protein S16B,-1.198798417213979,0.0005482013587641566,True
polyamine oxidase,1.113533405163592,0.0005490181825700408,True
D-amino-acid N-acetyltransferase,1.3185837706563968,0.0005504525798709757,True
ribosomal 60S subunit protein L7A,-1.2448719011051939,0.0005534957111483046,True
catalase T,5.128518033861599,0.0005570851860870686,True
glutamyl-tRNA(Gln) amidotransferase subunit F,1.058687720820342,0.0005661401920337345,True
F1F0 ATP synthase subunit 5,1.0645178699488138,0.0005666032978738746,True
cation-transporting P-type ATPase PCA1,1.8866084447757778,0.0005672576884764323,True
F1F0 ATP synthase subunit epsilon,1.7830782025898717,0.0005740445067578169,True
Rad28p,1.4419828343374097,0.000578055834942066,True
Yim1p,1.9985340621931638,0.0005835966438173335,True
TFIIH complex subunit TFB6,1.0093176777203459,0.0005840475686350033,True
hypothetical protein,1.3336025507070781,0.0005877352258899638,True
hypothetical protein,2.427923627184786,0.0005890838496290966,True
hypothetical protein,1.9700525289784254,0.0005910097149563901,True
Irc23p,1.256394836305767,0.0005947909622948875,True
Kel3p,-1.3377249741093529,0.0005991135020129994,True
hypothetical protein,1.2440788668249834,0.0006068272337555303,True
type II HSP40 co-chaperone SIS1,1.4182514226153335,0.0006073149241715378,True
ribosomal 40S subunit protein S8B,-1.482562612526138,0.0006082703355157192,True
alpha-glucosidase MAL32,4.265917458489383,0.000612586022487273,True
Cti6p,1.0706991882032204,0.0006140436084400214,True
Sol1p,1.304243496930586,0.0006188722987448849,True
S-adenosylmethionine-dependent methyltransferase,1.9523918221989947,0.0006199895618488045,True
hypothetical protein,2.4577538517196533,0.0006210238330173942,True
putative phenylacrylic acid decarboxylase FDC1,1.0519770899329974,0.0006302471070055665,True
protein AIM2,1.0498928557128453,0.0006349234002878661,True
hypothetical protein,2.2704857046417395,0.0006372604526915195,True
hypothetical protein,4.679115722625564,0.0006395706912009194,True
Bsc5p,2.2782594002804593,0.0006397036954216189,True
aldo-keto reductase superfamily protein,3.510910107032256,0.0006429975243390921,True
Atg14p,1.3856271265080902,0.0006444096973199733,True
acetyl-CoA C-acyltransferase,6.03083342863685,0.0006448482489692444,True
hypothetical protein,3.7670289999748876,0.0006462789385517024,True
Ngr1p,1.679241783063019,0.0006493540855685153,True
deoxyribodipyrimidine photo-lyase PHR1,1.2723775613998352,0.0006501322951757187,True
hypothetical protein,8.588104692255676,0.0006509336513149751,True
Vps60p,1.1065063926380576,0.0006520054212832599,True
AAA family ATPase peroxin 1,1.1788919428534999,0.0006541030157784413,True
bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE17,-2.00349758278914,0.0006621517650109778,True
Ree1p,1.6865662316640702,0.0006660225710832303,True
ribosomal 60S subunit protein L36A,-1.0463387162285294,0.000666725923697124,True
ribosomal protein P2B,-1.1872205205027058,0.0006723696073429846,True
lysophospholipase,1.3171992261459273,0.0006759698665004977,True
oxysterol-binding protein related protein HES1,1.4305898879635761,0.0006771198444990638,True
Etp1p,1.2978798308314152,0.0006787740662789294,True
fumarase FUM1,1.56465437341065,0.000680312695186451,True
H(+)-exporting P2-type ATPase PMA2,4.661670541576479,0.000682027932146787,True
methionine adenosyltransferase SAM2,-1.2886627619563882,0.000682086416021252,True
SUMO-targeted ubiquitin ligase complex subunit SLX8,1.3292093198297437,0.0006849798436733438,True
hypothetical protein,1.4312986121206572,0.0006885129617982254,True
indolepyruvate decarboxylase 1,-1.3742455417474684,0.0006890046877566272,True
hexose transporter HXT4,-3.5163315398533825,0.00068909090690371,True
thioredoxin peroxidase TSA2,1.6937230161106087,0.0006920860537604805,True
Rad4p,1.294632693774496,0.0006937520256466243,True
ribosomal 60S subunit protein L29,-1.4834514395836091,0.0006950671495988674,True
long-chain fatty acid-CoA ligase FAA4,1.411584347106186,0.0007031533213549075,True
putative glycine--tRNA ligase,1.3198611661076352,0.0007045056192871453,True
Gfd1p,1.125923378496128,0.0007095249721174185,True
ribosomal 40S subunit protein S17B,-1.413769666799297,0.0007099519673625133,True
pyridoxine biosynthesis protein SNZ1,1.5835462409997039,0.0007105813213610341,True
ribosomal 40S subunit protein S3,-1.1640504280862967,0.0007105822447498911,True
carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA2,1.2941290203610434,0.0007146801195614132,True
hypothetical protein,1.581350983907511,0.0007158295474169968,True
hypothetical protein,1.732165418804109,0.0007161750214097755,True
chitin deacetylase CDA2,1.5292448006212875,0.0007177816873765758,True
Blm10p,1.0154517474897915,0.0007186977148414042,True
hypothetical protein,2.2131652062950873,0.00071958560866605,True
cystathionine gamma-lyase CYS3,-1.2096325764489873,0.0007198601878243173,True
hypothetical protein,2.799750429740918,0.0007222010774682832,True
aromatic-amino-acid:2-oxoglutarate transaminase,5.3012844892932645,0.0007231088174396889,True
Pst1p,1.1957516557339751,0.0007353109314469011,True
Atg16p,1.6107748980842378,0.0007401601088089542,True
ribosomal 40S subunit protein S28B,-1.4030831624905513,0.0007427238521898034,True
hypothetical protein,-1.358312532454895,0.000743626324287065,True
Aim19p,2.2964984892106495,0.0007493695277839604,True
Rrt13p,1.5219910137661126,0.0007510863509929732,True
pyridoxine 4-dehydrogenase,2.9078191939718456,0.0007570399073680923,True
Bsc2p,2.396105467841763,0.0007570954148769338,True
Mrh1p,-1.0039007004464668,0.0007571783766583902,True
hypothetical protein,1.3340671802084625,0.0007657852543720002,True
F1F0 ATP synthase subunit h,1.2498360470814802,0.0007658899175387227,True
Gip2p,5.0449400800194,0.0007665593040434849,True
Opi10p,1.8637582970928808,0.0007696951510373476,True
glucose sensor,2.1280163751219052,0.0007736074486756364,True
ribosomal 40S subunit protein S0B,-1.2548920849963476,0.0007758399605529037,True
bifunctional urea carboxylase/allophanate hydrolase,1.196792070566211,0.0007841642938455913,True
peroxiredoxin HYR1,1.693217376437703,0.0007855428386052245,True
ribosomal 60S subunit protein L30,-1.2548015856483499,0.0007862170655544921,True
E2 ubiquitin-protein ligase peroxin 4,1.0843435181942702,0.0007892166938509469,True
Afr1p,2.229694872072811,0.0007967283067414969,True
Utr2p,-3.218674264991292,0.0008023626488058996,True
putative carboxylic ester hydrolase,2.5673043865977894,0.0008051984142121607,True
hypothetical protein,-1.0960773421770025,0.0008083257247309504,True
alanine--glyoxylate transaminase,5.052455214159549,0.0008113088049821772,True
Cst6p,1.2257919488155,0.0008153087399789881,True
Thi74p,1.0512295854015292,0.0008243927340188008,True
Fyv6p,1.0704475935202513,0.0008285264572768225,True
methionine adenosyltransferase SAM1,-2.041235111971086,0.0008311475822567916,True
adenylyl-sulfate kinase,-1.5796111455256128,0.0008311995323063369,True
Ecm15p,1.3980043101086101,0.0008331432155457714,True
succinate dehydrogenase iron-sulfur protein subunit SDH2,3.011770582147661,0.0008380818947154624,True
maltose permease,3.0263717914402104,0.000841383500833819,True
Yme2p,1.1232128200594147,0.0008414740572816879,True
Hal1p,1.9537289420913648,0.0008441409998026795,True
branched-chain-amino-acid transaminase BAT2,2.4542771235659915,0.0008443883025050139,True
isocitrate dehydrogenase (NADP(+)) IDP3,4.085470732941539,0.0008468630293008763,True
Mic19p,1.1169603522739235,0.0008513223219783355,True
putative glutamate 5-kinase,2.007930046720521,0.0008560054778816793,True
Sds24p,3.099323415786891,0.0008625472047797181,True
ribosomal 60S subunit protein L3,-1.2849353095216927,0.0008651636615595596,True
Pex18p,3.005780179900902,0.0008670584545797873,True
deoxyhypusine synthase,-1.719038614258908,0.0008697303549721527,True
Ste50p,1.1141617429468793,0.0008746716711586938,True
amino acid permease GAP1,1.6253769304771453,0.0008801157647214955,True
Bli1p,1.1425553412061475,0.0008819424735790932,True
translation elongation factor EF1B gamma,-1.526068962141112,0.000885234156540145,True
Ans1p,5.160502930132842,0.0008860409134276049,True
F1F0 ATP synthase subunit 4,1.0979783149005424,0.000886957881812212,True
malate synthase MLS1,4.999227947200966,0.0008909687189073025,True
Dse2p,-1.1526923240283837,0.0009024873575845546,True
hypothetical protein,-3.4623988990279018,0.0009058378280318168,True
ADP/ATP carrier protein AAC1,2.7364556244249774,0.0009119521906778476,True
Rtn2p,4.58258761760807,0.0009135852810388912,True
Gis3p,1.3160567526339735,0.0009244981678635692,True
carnitine O-acetyltransferase YAT1,3.1055783351380972,0.0009258097546884693,True
Sma1p,2.3353083222920272,0.0009258846665934466,True
ribosomal 40S subunit protein S23A,-1.205940247724035,0.0009330386677999251,True
Tmt1p,1.36912446033479,0.0009405323397935403,True
Esbp6p,2.1725191908851222,0.0009462293535205217,True
Fmp52p,1.7518472302666108,0.0009620748573755277,True
protein kinase PKP1,2.1581382618479967,0.0009677459976983544,True
F1F0 ATP synthase subunit k,1.2183908485732875,0.0009705197739174683,True
Atg19p,1.6074790868594437,0.0009738648513913616,True
ribonuclease P protein subunit RPR2,1.0577307293459395,0.0009763048860035819,True
cytochrome-c peroxidase,1.1649808094196992,0.0009778096359659672,True
metallo-dependent hydrolase superfamily protein,1.0240318725828446,0.0009802480177086516,True
transcription factor MAL33,1.296961404056102,0.0009815726536660098,True
mitochondrial 2-oxodicarboxylate carrier,3.1648175139470087,0.0009872384920812148,True
carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1,1.4693303972466367,0.0009883390345029061,True
ribonucleotide-diphosphate reductase subunit RNR3,2.179406683382454,0.000991112117489729,True
nucleoside diphosphate kinase,1.5443217653054813,0.001001511361745791,True
hypothetical protein,-1.0760483780671377,0.0010023939581220301,True
Rec104p,1.9925097284577657,0.0010068249988046695,True
hypothetical protein,2.615887071965849,0.0010115414403765349,True
Ina1p,-1.7030578738765318,0.0010186740614620826,True
serine/threonine-protein kinase DBF20,1.391195038815975,0.0010254158665488392,True
hypothetical protein,3.0801213017488474,0.0010305196021328632,True
Stb2p,2.5006516806322483,0.0010388338141630535,True
Mss11p,1.1971823984418348,0.0010467695234847544,True
ribosomal protein P2A,-1.2270131668735544,0.001052795382447418,True
hypothetical protein,2.883095349072475,0.0010624620920466402,True
Mpo1p,1.806475940141989,0.0010834765355065765,True
Yct1p,1.1699641484163692,0.0011107518880073587,True
ribosomal 60S subunit protein L8B,-1.3730472625699424,0.001113264211298956,True
Pfk26p,2.9111135886001955,0.0011168798241629541,True
hypothetical protein,-1.9591330544115393,0.0011177811982745112,True
Mho1p,4.226959087470704,0.0011197168559762265,True
Cox16p,1.274394810644016,0.0011210300292271832,True
Bol1p,1.2579717002191018,0.0011228607898181974,True
NADH-ubiquinone reductase (H(+)-translocating) NDI1,2.0129570948482227,0.0011343692464526082,True
Ras family guanine nucleotide exchange factor BUD5,1.0981811011546379,0.0011404983527391543,True
Spo73p,1.3844409693081268,0.0011450291071897754,True
putative acid phosphatase DIA3,2.6171108168472186,0.0011505987419037666,True
hypothetical protein,1.7252419867761901,0.0011527463032368318,True
hexose transporter HXT1,-1.9648542892650163,0.0011536816910076742,True
Mfg1p,1.0744725820354368,0.001159200976184085,True
hypothetical protein,1.9287229330049875,0.0011767561147992438,True
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,2.0216542018468324,0.0011944451795651697,True
Fmp25p,1.04307543200325,0.0011965273138756039,True
putative electron-transferring-flavoprotein dehydrogenase,1.4872203098766592,0.0012018609276031528,True
hypothetical protein,1.04750662622454,0.0012022784905017473,True
flavodoxin-like fold family protein,1.7623610633157965,0.00120377550289416,True
Sna2p,1.6504733977252126,0.0012118883925819773,True
hypothetical protein,2.695781089207168,0.0012197721724287085,True
hypothetical protein,1.0786160601360981,0.0012230935173216007,True
branched-chain amino acid permease BAP2,3.5520996944650935,0.0012301812811458014,True
ribosomal 40S subunit protein S19A,-1.1013239324484712,0.0012344996134987056,True
bifunctional nucleotidase/lysophosphatidic acid phosphatase,2.2404388424285693,0.0012412941886303659,True
serine/threonine protein kinase PKH2,1.4361308817810343,0.0012509205107651034,True
GMP synthase (glutamine-hydrolyzing),-1.388948804193178,0.0012512564131707486,True
DNA 5'-adenosine monophosphate hydrolase,1.631768203964807,0.0012544079445226067,True
hypothetical protein,2.3046922329127026,0.0012565692960020947,True
hypothetical protein,6.1036148076722085,0.0012576892127494786,True
Whi4p,1.0870745365591974,0.001259378651253426,True
hypothetical protein,1.6058136482757166,0.0012613590284741535,True
ribosomal 60S subunit protein L17B,-1.1053365360099914,0.001276873534935186,True
Sps22p,1.7846685984159505,0.001282197245020171,True
putative tyrosine protein phosphatase MIH1,1.339025528573346,0.0012919987622846672,True
Gal11p,1.0976558573691992,0.0012944106200886523,True
Frt2p,1.0347852115516267,0.0012951509487894605,True
Lee1p,4.830405119382002,0.0012957252693917452,True
Sip2p,2.3658418120283637,0.0012965570180952287,True
Hsp70 family chaperone SSA2,-1.1053015032657374,0.0013017276466951364,True
hypothetical protein,2.5735459076035476,0.001305846830109673,True
"bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase",2.6809129375513914,0.0013088037121445698,True
hypothetical protein,3.848021966057196,0.0013110731435400848,True
Ecm21p,1.0520283425593728,0.0013164328229679056,True
hypothetical protein,2.1500146057309415,0.0013167038217110681,True
Utp9p,-1.0485851999126155,0.0013334320782555267,True
holo-[acyl-carrier-protein] synthase,1.5745412154918874,0.0013337740973796966,True
DNA-directed DNA polymerase IV,1.161618929904372,0.001339934577580639,True
hypothetical protein,2.71123587831479,0.0013471743695764214,True
putative ammonium permease ATO2,5.659769011699273,0.001348997229638451,True
glutamine permease GNP1,-1.7595527712517667,0.0013495469700210328,True
aldehyde dehydrogenase (NAD(+)) ALD3,3.8315320776776383,0.0013594398230590376,True
